loanamount,totaldue,termdays,referred,bank_account_type,longitude_gps,latitude_gps,bank_name_clients,employment_status_clients,age_group,payment_status,avg_credit_score,loan_approval_time_min,loan_counts,max_loan_amount,avg_loan_amount,repayment_ratio,loan_default_risk
30000.0,34500.0,30,False,Savings,3.2666161,6.5494628,Diamond Bank,Permanent,51-65,on_time,413.0,61.0,9,30000.0,17500.0,1.15,1
10000.0,11125.0,15,False,Savings,3.3856653,6.5281642,Diamond Bank,Permanent,36-50,on_time,421.0,60.0,4,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Other,3.5551068,6.4627693,GT Bank,Permanent,26-35,late,411.0,60.0,6,10000.0,10000.0,1.3,1
40000.0,44000.0,30,False,Other,7.4822618,9.0544606,GT Bank,Permanent,36-50,on_time,415.0,60.0,12,40000.0,23182.0,1.095,1
30000.0,34500.0,30,False,Savings,6.6928014,7.8085658,First Bank,unknown,36-50,on_time,415.0,60.0,8,30000.0,16429.0,1.3,1
10000.0,12250.0,30,False,Savings,3.2579237,6.6182183,First Bank,unknown,36-50,on_time,420.0,60.0,5,20000.0,12500.0,1.3,1
10000.0,11500.0,15,False,Other,8.1213966,7.1983139,First Bank,Permanent,51-65,on_time,399.0,60.0,4,10000.0,10000.0,1.15,1
10000.0,11500.0,15,False,Savings,5.2810367,7.608215,First Bank,Permanent,36-50,late,411.0,60.0,3,10000.0,10000.0,1.3,0
25000.0,28750.0,30,False,Other,3.9570657,7.3472463,First Bank,Self-Employed,36-50,on_time,410.0,60.0,9,30000.0,16000.0,1.19,1
10000.0,13000.0,30,True,Savings,3.3106822,6.6539918,First Bank,Permanent,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Other,3.3247985,7.1133162,UBA,Permanent,36-50,late,413.0,61.0,8,10000.0,10000.0,1.3,1
10000.0,11500.0,15,True,Savings,3.3211912,6.5187057,GT Bank,Permanent,36-50,on_time,424.0,60.0,2,10000.0,10000.0,1.3,1
20000.0,24500.0,30,False,Savings,3.1507443,6.7124403,Zenith Bank,unknown,26-35,on_time,415.0,60.0,4,10000.0,10000.0,1.15,1
10000.0,13000.0,30,False,Savings,4.1966622,12.4295094,Access Bank,Permanent,36-50,on_time,419.0,61.0,3,10000.0,10000.0,1.3,1
30000.0,34500.0,30,False,Other,3.8675982,7.3686207,GT Bank,Permanent,36-50,late,412.0,60.0,9,20000.0,16250.0,1.19,1
20000.0,22250.0,15,True,Savings,3.4881865,6.6044041,Diamond Bank,unknown,36-50,late,423.0,60.0,4,10000.0,10000.0,1.3,0
30000.0,39000.0,60,False,Savings,3.8695569,7.3606739,Access Bank,unknown,36-50,on_time,419.0,60.0,7,20000.0,15000.0,1.225,1
10000.0,11500.0,15,True,Savings,7.0137495,4.8756624,GT Bank,unknown,36-50,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
20000.0,24500.0,30,False,Savings,7.0362342,4.8473896,Stanbic IBTC,Permanent,26-35,late,415.0,60.0,4,10000.0,10000.0,1.15,1
10000.0,11500.0,15,False,Savings,3.3100367,6.532535,First Bank,Permanent,36-50,late,418.0,61.0,2,10000.0,10000.0,1.15,1
40000.0,48000.0,60,False,Other,3.3468908,6.623713,GT Bank,Permanent,36-50,late,417.0,60.0,10,40000.0,22778.0,1.19,1
30000.0,34500.0,30,False,Other,3.3925985,6.6413993,GT Bank,Permanent,36-50,on_time,417.0,60.0,8,20000.0,14286.0,1.19,1
20000.0,21500.0,15,False,Savings,3.3966958,7.1707476,Skye Bank,Permanent,36-50,on_time,414.0,60.0,7,20000.0,15000.0,1.1125,0
30000.0,39000.0,60,False,Savings,3.663116,6.4663605,GT Bank,Permanent,26-35,on_time,419.0,60.0,7,20000.0,15000.0,1.3,0
10000.0,13000.0,30,False,Savings,3.6961814,6.46178,GT Bank,Permanent,36-50,on_time,418.0,61.0,2,10000.0,10000.0,1.15,0
10000.0,13000.0,30,True,Savings,3.3596272,6.6679387,Union Bank,Permanent,36-50,late,390.0,61.0,2,10000.0,10000.0,1.15,0
10000.0,10500.0,15,False,Savings,3.4179771,6.4411578,UBA,Permanent,36-50,on_time,413.0,60.0,10,10000.0,9333.0,1.15,1
10000.0,13000.0,30,False,Savings,3.5115594,6.437171,GT Bank,Permanent,26-35,on_time,422.0,60.0,3,10000.0,10000.0,1.3,0
10000.0,13000.0,30,False,Other,3.3160721,7.1273041,UBA,Permanent,36-50,late,406.0,60.0,6,10000.0,9000.0,1.3,1
30000.0,36000.0,60,False,Savings,3.3991464,6.5907781,GT Bank,Permanent,36-50,on_time,414.0,60.0,10,40000.0,26111.0,1.1466666666666667,1
20000.0,24500.0,30,False,Savings,3.5573894,6.463117,Stanbic IBTC,Self-Employed,36-50,on_time,419.0,60.0,4,20000.0,13333.0,1.15,1
20000.0,24500.0,30,False,Savings,7.3974155,9.0410868,GT Bank,Permanent,36-50,on_time,420.0,60.0,5,15000.0,11250.0,1.225,1
10000.0,13000.0,30,False,Savings,3.9326406,7.4041474,Access Bank,Permanent,26-35,late,390.0,60.0,2,10000.0,10000.0,1.15,1
10000.0,13000.0,30,False,Savings,3.3590799,6.6478201,GT Bank,Permanent,26-35,on_time,422.0,60.0,3,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,6.6995938,6.2204357,Access Bank,Permanent,26-35,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
30000.0,34500.0,30,False,Savings,3.6304822,7.9434651,Access Bank,Permanent,36-50,late,411.0,60.0,7,30000.0,18333.0,1.15,1
10000.0,12500.0,30,False,Savings,3.3352713,6.6397855,UBA,Permanent,26-35,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
35000.0,42000.0,60,False,Savings,3.5794774,6.507113,GT Bank,Unemployed,36-50,on_time,417.0,60.0,10,30000.0,19444.0,1.3,0
10000.0,11500.0,15,False,Savings,3.2682643,6.5485808,EcoBank,Permanent,36-50,late,409.0,60.0,3,10000.0,10000.0,1.15,0
30000.0,39000.0,60,False,Savings,5.6265032,6.2735102,Keystone Bank,Self-Employed,36-50,on_time,409.0,60.0,11,30000.0,16500.0,1.2233333333333334,0
30000.0,39000.0,60,False,Savings,3.3551617,6.6810583,Access Bank,Permanent,36-50,late,419.0,60.0,7,30000.0,18333.0,1.2266666666666666,1
40000.0,44000.0,30,False,Savings,8.9064488,9.8574068,GT Bank,Student,26-35,late,414.0,60.0,13,40000.0,25833.0,1.1466666666666667,1
10000.0,11500.0,15,False,Other,3.2956223,6.6093748,GT Bank,Self-Employed,26-35,on_time,406.0,60.0,9,15000.0,10625.0,1.15,1
20000.0,24500.0,30,False,Savings,3.2928875,6.4678869,First Bank,Self-Employed,36-50,late,406.0,60.0,10,30000.0,15556.0,1.19,0
10000.0,13000.0,30,False,Savings,55.2779067,25.1994057,GT Bank,Permanent,26-35,on_time,401.0,60.0,4,10000.0,10000.0,1.3,0
20000.0,22250.0,15,False,Other,3.451525,6.788085,GT Bank,Student,36-50,late,398.0,60.0,3,10000.0,10000.0,1.15,1
20000.0,24500.0,30,False,Savings,5.2124771,7.6314657,Stanbic IBTC,Permanent,36-50,on_time,419.0,60.0,4,10000.0,10000.0,1.3,1
30000.0,34500.0,30,False,Savings,3.8123833,7.3976417,UBA,unknown,51-65,on_time,415.0,60.0,8,30000.0,17143.0,1.3,1
10000.0,11500.0,15,False,Savings,3.1483217,6.4638023,GT Bank,unknown,51-65,late,418.0,60.0,2,10000.0,10000.0,1.15,1
10000.0,12500.0,30,True,Savings,7.961045,5.0281742,EcoBank,Permanent,36-50,late,422.0,61.0,3,10000.0,10000.0,1.3,0
10000.0,13000.0,30,False,Savings,3.3771577,6.6248323,GT Bank,unknown,36-50,late,401.0,60.0,4,10000.0,10000.0,1.15,0
30000.0,34500.0,30,False,Savings,3.3331366,6.5841631,Stanbic IBTC,Permanent,36-50,on_time,413.0,60.0,10,30000.0,22222.0,1.1125,1
10000.0,13000.0,30,False,Savings,3.3770088,7.1386478,Access Bank,unknown,36-50,on_time,424.0,60.0,2,10000.0,10000.0,1.3,1
20000.0,24500.0,30,False,Other,3.3436996,6.5985672,Zenith Bank,Permanent,36-50,on_time,419.0,60.0,7,20000.0,13333.0,1.225,1
20000.0,24500.0,30,False,Savings,3.2701505,6.6752449,Access Bank,Permanent,51-65,late,416.0,60.0,6,20000.0,14000.0,1.19,1
20000.0,22250.0,15,False,Savings,3.3738527,6.5052941,First Bank,Permanent,36-50,on_time,414.0,61.0,5,20000.0,12500.0,1.15,0
20000.0,24500.0,30,False,Other,6.889223,6.0936423,First Bank,Self-Employed,36-50,late,414.0,60.0,9,30000.0,18750.0,1.225,1
10000.0,13000.0,30,False,Savings,3.2307054,6.6975815,GT Bank,Permanent,36-50,on_time,418.0,61.0,2,10000.0,10000.0,1.15,0
10000.0,13000.0,30,False,Savings,3.3839717,6.5881982,Access Bank,Permanent,36-50,late,413.0,60.0,5,10000.0,10000.0,1.3,0
10000.0,11500.0,15,False,Savings,3.3217367,6.6705643,UBA,Permanent,36-50,on_time,405.0,60.0,3,10000.0,10000.0,1.15,0
10000.0,11500.0,15,False,Savings,6.106382,6.7431139,GT Bank,Student,26-35,on_time,418.0,60.0,2,10000.0,10000.0,1.15,0
30000.0,34500.0,30,False,Savings,3.3012114,6.6322851,GT Bank,Permanent,36-50,on_time,412.0,60.0,12,30000.0,14545.0,1.15,1
10000.0,13000.0,30,False,Savings,7.5007033,5.518768,First Bank,Permanent,26-35,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
10000.0,11500.0,15,False,Savings,3.259777,6.5383125,Zenith Bank,Permanent,36-50,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
20000.0,24500.0,30,True,Savings,7.0882491,6.2291379,GT Bank,unknown,36-50,on_time,418.0,60.0,4,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.3379051,6.6288365,GT Bank,Permanent,36-50,on_time,413.0,60.0,4,10000.0,10000.0,1.3,1
20000.0,24500.0,30,False,Savings,3.3331999,6.5773593,UBA,Permanent,26-35,on_time,415.0,60.0,4,10000.0,10000.0,1.15,1
30000.0,34500.0,30,False,Savings,4.6013742,8.4889655,UBA,Permanent,36-50,on_time,418.0,60.0,7,20000.0,15000.0,1.225,1
10000.0,13000.0,30,False,Savings,3.3390598,6.4901309,Zenith Bank,Permanent,26-35,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
20000.0,24500.0,30,False,Savings,3.8662067,7.3921217,GT Bank,unknown,26-35,on_time,419.0,60.0,4,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.606743,6.4750742,GT Bank,Permanent,36-50,late,425.0,60.0,3,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.2236438,6.5525311,GT Bank,Permanent,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
40000.0,48000.0,60,False,Other,3.6634329,6.4660258,First Bank,Permanent,26-35,on_time,418.0,60.0,11,40000.0,23000.0,1.2,1
10000.0,13000.0,30,True,Savings,5.2013799,7.25231,GT Bank,Permanent,36-50,late,423.0,60.0,3,10000.0,10000.0,1.3,0
10000.0,13000.0,30,False,Savings,4.7142583,8.1467367,UBA,Permanent,26-35,late,415.0,60.0,5,20000.0,12500.0,1.225,1
20000.0,24500.0,30,False,Savings,7.0375782,4.8039405,First Bank,Permanent,26-35,on_time,419.0,60.0,4,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.321422,6.6812441,GT Bank,Permanent,51-65,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.2475201,6.4718302,GT Bank,Permanent,26-35,on_time,411.0,75.0,3,10000.0,10000.0,1.3,1
20000.0,24500.0,30,True,Savings,3.9080199,7.424237,GT Bank,unknown,36-50,on_time,423.0,60.0,3,20000.0,15000.0,1.3,1
20000.0,24500.0,30,False,Savings,3.2409216,6.5670766,GT Bank,Permanent,36-50,on_time,417.0,60.0,9,30000.0,18750.0,1.225,1
30000.0,34500.0,30,False,Savings,3.4073319,6.5783462,First Bank,unknown,36-50,on_time,414.0,60.0,7,30000.0,16667.0,1.15,1
10000.0,13000.0,30,True,Savings,3.9242613,7.3597055,GT Bank,Permanent,36-50,late,430.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,True,Savings,3.3350749,6.5694416,Zenith Bank,unknown,36-50,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
50000.0,57500.0,90,False,Other,9.8137117,10.3293467,First Bank,Student,36-50,on_time,417.0,60.0,12,50000.0,30000.0,1.19,1
10000.0,11500.0,15,False,Savings,3.3724319,6.5762069,Diamond Bank,Permanent,26-35,late,396.0,60.0,2,10000.0,10000.0,1.15,0
10000.0,13000.0,30,False,Savings,3.2893872,6.6616686,GT Bank,Permanent,26-35,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
30000.0,34500.0,30,True,Savings,4.0051237,7.4348994,Heritage Bank,Permanent,36-50,on_time,414.0,60.0,7,30000.0,18333.0,1.0875,1
10000.0,13000.0,30,False,Savings,3.2003973,6.4646954,GT Bank,unknown,36-50,on_time,422.0,61.0,3,10000.0,10000.0,1.15,0
10000.0,13000.0,30,False,Savings,3.3549433,6.5520052,Fidelity Bank,Permanent,36-50,on_time,424.0,60.0,2,10000.0,10000.0,1.3,1
10000.0,11500.0,15,True,Savings,3.1744966,6.6850323,GT Bank,Permanent,36-50,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
25000.0,27500.0,30,False,Other,3.3756652,6.6036358,GT Bank,Unemployed,26-35,on_time,414.0,60.0,10,30000.0,19778.0,1.2266666666666666,1
10000.0,13000.0,30,True,Savings,7.4453912,9.0659942,GT Bank,Permanent,36-50,on_time,423.0,60.0,3,10000.0,10000.0,1.3,1
20000.0,24500.0,30,False,Savings,3.3825141,6.4766087,GT Bank,Permanent,26-35,on_time,413.0,60.0,8,20000.0,14286.0,1.19,0
20000.0,24500.0,30,True,Savings,3.3596781,6.6062324,UBA,Permanent,36-50,on_time,421.0,60.0,4,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.3544779,6.5886546,First Bank,Permanent,36-50,late,419.0,60.0,3,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,5.6446639,6.3485193,First Bank,Permanent,36-50,on_time,424.0,60.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.3645565,6.5902533,GT Bank,unknown,36-50,on_time,418.0,60.0,2,10000.0,10000.0,1.15,0
40000.0,44000.0,30,False,Savings,7.3909433,9.2286167,Keystone Bank,Permanent,36-50,on_time,413.0,60.0,12,40000.0,22727.0,1.1466666666666667,0
10000.0,13000.0,30,True,Savings,3.8918491,7.3269898,First Bank,Permanent,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,4.8376434,7.0780884,First Bank,Self-Employed,36-50,late,424.0,60.0,2,10000.0,10000.0,1.3,1
10000.0,11500.0,15,False,Savings,4.5978342,8.4920407,GT Bank,Permanent,36-50,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
20000.0,22250.0,15,False,Savings,3.3632966,6.5023528,FCMB,unknown,36-50,on_time,414.0,60.0,5,20000.0,12500.0,1.15,1
15000.0,18375.0,30,False,Savings,3.5099798,6.631584,Access Bank,unknown,36-50,late,421.0,60.0,4,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.4687988,6.4327081,Sterling Bank,Permanent,26-35,late,422.0,60.0,3,10000.0,10000.0,1.15,1
10000.0,13000.0,30,True,Savings,3.3380867,6.5636083,First Bank,Permanent,36-50,on_time,423.0,60.0,3,10000.0,10000.0,1.3,1
10000.0,11125.0,15,False,Other,3.387973,6.601713,Diamond Bank,Permanent,26-35,late,408.0,61.0,12,20000.0,13455.0,1.075,1
20000.0,24500.0,30,False,Other,3.3577651,6.459956,Access Bank,Permanent,26-35,on_time,414.0,60.0,12,20000.0,11364.0,1.15,1
10000.0,13000.0,30,True,Savings,6.2931871,4.923086,GT Bank,Permanent,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
20000.0,22250.0,15,False,Savings,3.3675574,6.5310083,UBA,Permanent,36-50,late,416.0,61.0,5,20000.0,12500.0,1.15,1
10000.0,13000.0,30,True,Current,7.5858414,9.03107,Fidelity Bank,Permanent,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
20000.0,24500.0,30,False,Savings,7.4986897,9.0550469,UBA,Permanent,36-50,on_time,420.0,60.0,5,20000.0,12500.0,1.225,1
10000.0,13000.0,30,False,Savings,3.3300698,6.4595756,GT Bank,Permanent,36-50,late,414.0,60.0,3,10000.0,10000.0,1.3,0
10000.0,13000.0,30,False,Savings,3.4226633,6.7129567,GT Bank,unknown,26-35,late,402.0,61.0,2,10000.0,10000.0,1.3,0
20000.0,24500.0,30,True,Savings,6.2038683,5.1660883,Unity Bank,Permanent,36-50,on_time,418.0,60.0,5,20000.0,12500.0,1.15,0
10000.0,13000.0,30,True,Savings,7.4867543,9.0256327,GT Bank,Permanent,36-50,late,412.0,61.0,3,10000.0,10000.0,1.3,0
10000.0,13000.0,30,False,Savings,6.9997483,4.87395,Diamond Bank,Self-Employed,36-50,on_time,412.0,60.0,3,10000.0,10000.0,1.3,0
20000.0,24500.0,30,False,Other,3.4866076,6.6220801,Access Bank,Permanent,36-50,late,411.0,60.0,10,20000.0,13333.0,1.225,1
10000.0,11500.0,30,False,Savings,3.7999056,7.3968743,GT Bank,Permanent,26-35,late,406.0,60.0,5,10000.0,8000.0,1.15,1
40000.0,48000.0,60,False,Other,3.4845417,6.6179734,GT Bank,Self-Employed,36-50,late,408.0,60.0,11,30000.0,22500.0,1.1466666666666667,1
50000.0,57500.0,90,False,Other,3.3345853,6.6706024,FCMB,Permanent,36-50,on_time,416.0,60.0,15,40000.0,22143.0,1.225,1
20000.0,22250.0,15,False,Savings,3.4009933,6.4443617,Zenith Bank,Permanent,26-35,late,411.0,60.0,6,20000.0,12000.0,1.15,1
50000.0,55000.0,60,False,Savings,7.3557845,9.003295,Fidelity Bank,Permanent,26-35,on_time,415.0,60.0,13,50000.0,26667.0,1.15,1
25000.0,28750.0,30,False,Savings,3.3360367,6.596175,First Bank,Permanent,36-50,on_time,416.0,60.0,8,25000.0,15000.0,1.15,1
10000.0,11500.0,15,False,Savings,13.1246372,11.8218193,GT Bank,Permanent,36-50,on_time,418.0,62.0,2,10000.0,10000.0,1.15,1
30000.0,34500.0,30,False,Savings,7.0490362,4.8055781,EcoBank,Permanent,51-65,on_time,418.0,60.0,7,20000.0,15000.0,1.225,0
10000.0,13000.0,30,True,Savings,3.4179771,6.4411578,GT Bank,Permanent,36-50,on_time,426.0,60.0,3,10000.0,10000.0,1.3,1
10000.0,11500.0,15,False,Savings,4.5110416,8.4876045,Stanbic IBTC,Student,26-35,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
40000.0,44000.0,30,False,Other,4.5880779,8.4928513,GT Bank,Permanent,36-50,on_time,413.0,60.0,13,40000.0,26667.0,1.12,1
10000.0,13000.0,30,False,Savings,3.5398948,6.6650349,Access Bank,unknown,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,11500.0,15,False,Savings,3.415634,6.4364551,GT Bank,unknown,51-65,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
10000.0,13000.0,30,False,Savings,4.7686731,7.6308228,Diamond Bank,Permanent,36-50,late,421.0,61.0,3,10000.0,10000.0,1.3,0
20000.0,24500.0,30,False,Savings,7.4094827,6.8640474,FCMB,Permanent,36-50,on_time,419.0,60.0,4,10000.0,10000.0,1.15,0
10000.0,11500.0,15,False,Savings,7.4305821,10.4986991,Zenith Bank,Permanent,36-50,late,409.0,60.0,3,10000.0,10000.0,1.15,0
10000.0,13000.0,30,False,Savings,7.5668741,8.989981,First Bank,Permanent,36-50,late,412.0,60.0,4,10000.0,10000.0,1.3,0
10000.0,11500.0,30,False,Other,3.4062008,6.4437583,Access Bank,Permanent,36-50,on_time,420.0,60.0,5,10000.0,10000.0,1.3,1
30000.0,34500.0,30,False,Other,3.9392333,7.431383,Access Bank,Permanent,36-50,late,403.0,60.0,14,30000.0,20000.0,1.1125,1
10000.0,13000.0,30,False,Savings,7.3787104,9.1431239,GT Bank,Permanent,36-50,late,402.0,60.0,2,10000.0,10000.0,1.3,1
30000.0,39000.0,60,False,Savings,3.3639265,7.1380483,Zenith Bank,Permanent,36-50,late,414.0,60.0,7,30000.0,21000.0,1.1466666666666667,1
40000.0,48000.0,60,False,Other,3.210454,6.7718149,First Bank,Permanent,36-50,late,410.0,60.0,11,40000.0,22900.0,1.15,1
30000.0,34500.0,30,False,Savings,7.056823,4.8310441,Zenith Bank,Self-Employed,36-50,on_time,413.0,60.0,7,20000.0,15000.0,1.15,1
10000.0,13000.0,30,True,Savings,3.4454016,6.4361152,Stanbic IBTC,Permanent,26-35,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
10000.0,11500.0,15,False,Savings,6.204584,6.245407,Access Bank,unknown,36-50,on_time,418.0,61.0,2,10000.0,10000.0,1.15,0
20000.0,24500.0,30,False,Savings,3.3428271,6.648406,GT Bank,unknown,36-50,on_time,419.0,60.0,4,20000.0,13333.0,1.15,1
20000.0,24500.0,30,False,Savings,3.311516,6.4625316,UBA,Self-Employed,36-50,late,403.0,60.0,3,10000.0,10000.0,1.3,1
30000.0,34500.0,30,False,Other,3.4363679,6.809462,GT Bank,Self-Employed,36-50,on_time,407.0,60.0,8,30000.0,20000.0,1.15,1
10000.0,13000.0,30,True,Savings,3.2401178,6.5849905,Access Bank,Permanent,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
30000.0,34500.0,30,False,Savings,7.266803,5.5161928,First Bank,Permanent,36-50,late,413.0,60.0,8,30000.0,17143.0,1.15,1
10000.0,13000.0,30,False,Savings,8.8020085,6.6583682,GT Bank,Permanent,26-35,on_time,411.0,60.0,3,10000.0,10000.0,1.3,0
10000.0,13000.0,30,False,Savings,3.3670083,6.4973131,Sterling Bank,Permanent,36-50,on_time,430.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,55.2964349,25.2566582,Fidelity Bank,Permanent,36-50,on_time,419.0,60.0,3,10000.0,10000.0,1.3,0
10000.0,13000.0,30,False,Savings,7.9669489,5.0285225,First Bank,unknown,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,11500.0,15,False,Savings,3.3251987,6.6325165,Access Bank,Permanent,36-50,on_time,419.0,60.0,4,10000.0,10000.0,1.3,1
20000.0,24500.0,30,False,Savings,7.4450653,10.5427875,Keystone Bank,Permanent,36-50,on_time,419.0,60.0,4,10000.0,10000.0,1.3,1
30000.0,34500.0,30,False,Other,3.372619,6.5179845,Zenith Bank,Permanent,36-50,on_time,414.0,60.0,7,20000.0,15000.0,1.15,1
15000.0,16125.0,15,False,Savings,7.9036289,5.0289709,Access Bank,Permanent,26-35,late,412.0,60.0,10,15000.0,11111.0,1.1116666666666666,1
20000.0,24500.0,30,True,Savings,3.39077,6.4543017,GT Bank,unknown,36-50,on_time,414.0,60.0,6,20000.0,14000.0,1.225,1
25000.0,28750.0,30,False,Savings,3.2506626,6.6717025,Zenith Bank,unknown,36-50,on_time,415.0,60.0,7,25000.0,18333.0,1.15,1
10000.0,13000.0,30,False,Savings,3.2990927,6.5335334,Diamond Bank,Permanent,51-65,on_time,424.0,60.0,2,10000.0,10000.0,1.3,0
20000.0,24500.0,30,True,Savings,4.5918439,8.487656,UBA,Permanent,36-50,on_time,423.0,60.0,4,10000.0,10000.0,1.3,1
10000.0,11500.0,15,True,Savings,5.105995,7.366232,Skye Bank,Student,36-50,late,396.0,60.0,2,10000.0,10000.0,1.15,1
10000.0,11500.0,15,False,Savings,3.3549839,6.6113564,First Bank,unknown,36-50,on_time,418.0,61.0,2,10000.0,10000.0,1.15,1
10000.0,13000.0,30,False,Savings,3.3304402,7.1403108,First Bank,Permanent,36-50,on_time,422.0,60.0,3,10000.0,10000.0,1.3,1
20000.0,24500.0,30,False,Savings,8.5377044,12.0318783,GT Bank,Permanent,36-50,on_time,421.0,60.0,4,10000.0,10000.0,1.3,1
10000.0,11500.0,15,True,Savings,3.2047683,6.6420783,Access Bank,unknown,36-50,late,418.0,61.0,2,10000.0,10000.0,1.15,1
20000.0,24500.0,30,False,Savings,7.5077681,9.0505042,Zenith Bank,Permanent,36-50,late,416.0,60.0,4,10000.0,10000.0,1.3,0
10000.0,13000.0,30,False,Savings,8.3316025,5.0117299,EcoBank,Permanent,36-50,on_time,422.0,60.0,3,10000.0,10000.0,1.3,1
10000.0,11500.0,15,False,Savings,5.6534226,5.9092631,FCMB,Permanent,26-35,on_time,430.0,60.0,2,10000.0,10000.0,1.3,1
30000.0,39000.0,60,False,Savings,3.5057627,6.4316262,Stanbic IBTC,Permanent,36-50,on_time,412.0,60.0,10,30000.0,18889.0,1.3,0
10000.0,13000.0,30,False,Savings,5.1971885,7.208444,UBA,Permanent,36-50,late,411.0,60.0,4,10000.0,10000.0,1.3,1
10000.0,11500.0,15,True,Savings,3.4411905,6.4270613,Zenith Bank,Permanent,36-50,on_time,423.0,87.0,3,10000.0,10000.0,1.15,1
10000.0,13000.0,30,True,Savings,3.2059653,6.6331944,Zenith Bank,Permanent,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
20000.0,24500.0,30,False,Savings,7.0010413,4.7993339,GT Bank,Unemployed,36-50,on_time,412.0,60.0,7,20000.0,13333.0,1.225,1
10000.0,12500.0,30,True,Savings,7.3244783,8.9381767,GT Bank,Permanent,36-50,late,402.0,60.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Other,3.3189043,6.6649115,Diamond Bank,Permanent,36-50,on_time,424.0,61.0,2,10000.0,10000.0,1.3,1
40000.0,44000.0,30,False,Other,3.5912357,6.4695305,GT Bank,Self-Employed,36-50,on_time,415.0,60.0,12,40000.0,24545.0,1.1,1
10000.0,13000.0,30,False,Savings,7.9237562,5.0534162,GT Bank,Student,36-50,late,409.0,60.0,6,10000.0,10000.0,1.3,0
10000.0,13000.0,30,False,Savings,3.979043,7.4246501,Diamond Bank,Permanent,36-50,late,430.0,61.0,2,10000.0,10000.0,1.3,1
10000.0,11500.0,15,True,Savings,5.1789785,7.2558978,Access Bank,Permanent,36-50,late,416.0,60.0,2,10000.0,10000.0,1.3,1
10000.0,13000.0,30,False,Savings,3.4696437,6.4274339,GT Bank,Permanent,26-35,late,430.0,61.0,2,10000.0,10000.0,1.3,1
50000.0,57500.0,90,False,Other,3.2923955,6.5532616,Access Bank,Permanent,26-35,on_time,415.0,60.0,12,40000.0,22727.0,1.19,1
10000.0,11500.0,15,True,Savings,7.4970754,9.0516341,Skye Bank,Permanent,36-50,on_time,417.0,60.0,3,10000.0,10000.0,1.15,1
10000.0,11500.0,15,True,Savings,3.3475501,6.5257544,Access Bank,Unemployed,26-35,on_time,418.0,60.0,2,10000.0,10000.0,1.15,0
20000.0,24500.0,30,False,Savings,3.3859804,6.5777816,Zenith Bank,Permanent,36-50,on_time,417.0,60.0,7,20000.0,13333.0,1.15,1
20000.0,22250.0,15,True,Savings,4.525736,7.7542081,UBA,Permanent,36-50,late,417.0,60.0,3,10000.0,10000.0,1.15,1
10000.0,11500.0,15,False,Savings,7.3528051,9.1540788,GT Bank,Permanent,26-35,on_time,418.0,60.0,2,10000.0,10000.0,1.15,1
35000.0,38500.0,30,False,Other,3.5858567,6.4908529,Diamond Bank,Permanent,26-35,on_time,416.0,60.0,8,30000.0,20714.0,1.3,1
